Dataset,Mixture Label,CID,CID.1,CID.2,CID.3,CID.4,CID.5,CID.6,CID.7,CID.8,CID.9,CID.10,CID.11,CID.12,CID.13,CID.14,CID.15,CID.16,CID.17,CID.18,CID.19,CID.20,CID.21,CID.22,CID.23,CID.24,CID.25,CID.26,CID.27,CID.28,CID.29,CID.30,CID.31,CID.32,CID.33,CID.34,CID.35,CID.36,CID.37,CID.38,CID.39,CID.40,CID.41,CID.42,CID.43,CID.44,CID.45,CID.46,CID.47,CID.48,CID.49,CID.50,CID.51,CID.52,CID.53,CID.54,CID.55,CID.56,CID.57
Bushdid,385,12232,7731.0,7888.0,7966.0,7848.0,18827.0,443158.0,1068.0,2758.0,7710.0,326.0,1146.0,637511.0,10976.0,12741.0,8118.0,6501.0,8858.0,1127.0,10821.0,8103.0,7344.0,8051.0,7921.0,460.0,7583.0,11002.0,12367.0,6590.0,7991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,37,62444,62336.0,7848.0,8051.0,5281515.0,454.0,7600.0,3776.0,12367.0,261.0,7714.0,443158.0,19310.0,62465.0,4133.0,8635.0,1146.0,8797.0,6561.0,637511.0,7165.0,31249.0,7799.0,7583.0,8030.0,6736.0,62433.0,61138.0,999.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,101,1140,7685.0,15380.0,5283349.0,176.0,8858.0,177.0,8091.0,8918.0,61016.0,5373603.0,440917.0,440967.0,7654.0,7749.0,6544.0,612.0,637566.0,22873.0,7793.0,12180.0,12020.0,10976.0,1127.0,6989.0,10882.0,7921.0,91497.0,7762.0,11124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,223,8148,10722.0,12020.0,31276.0,7685.0,798.0,61138.0,7344.0,7848.0,8130.0,12178.0,10821.0,31272.0,443158.0,6561.0,999.0,12348.0,8051.0,11124.0,10560.0,264.0,14286.0,24915.0,7749.0,7519.0,6544.0,6054.0,22873.0,261.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,412,31265,8118.0,5373603.0,6654.0,7966.0,8918.0,10890.0,11552.0,3314.0,62444.0,31244.0,8858.0,7762.0,6184.0,3776.0,19310.0,440917.0,11509.0,5281515.0,31249.0,91497.0,12180.0,11002.0,7921.0,93009.0,10976.0,7731.0,460.0,2969.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,477,12232,7710.0,19310.0,440917.0,5373603.0,11002.0,8103.0,2758.0,7888.0,3776.0,10976.0,637566.0,10882.0,7344.0,10722.0,8797.0,3314.0,7848.0,2969.0,180.0,5283349.0,6736.0,31265.0,7059.0,460.0,1127.0,22873.0,5281515.0,7460.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,376,4133,798.0,10821.0,7731.0,12741.0,7714.0,12367.0,1140.0,240.0,326.0,7762.0,91497.0,443162.0,62336.0,8051.0,6544.0,8030.0,8130.0,6561.0,8635.0,93009.0,62465.0,62444.0,11552.0,12020.0,26331.0,61016.0,15380.0,61138.0,24915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,57,10821,7966.0,10430.0,7749.0,8025.0,8148.0,8186.0,7991.0,443162.0,179.0,16666.0,8048.0,4133.0,62465.0,12367.0,6054.0,2758.0,8797.0,8130.0,12741.0,8892.0,176.0,440917.0,11552.0,177.0,7921.0,637511.0,8118.0,61138.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,458,637566,7344.0,1060.0,31272.0,12178.0,1140.0,6544.0,93009.0,7463.0,7600.0,7793.0,612.0,19310.0,5281168.0,5283349.0,240.0,7731.0,326.0,8051.0,8918.0,1068.0,5373603.0,7363.0,6501.0,798.0,8030.0,14286.0,7583.0,5634.0,62444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,39,7165,10430.0,22201.0,2758.0,7059.0,24915.0,7888.0,1060.0,7991.0,7654.0,454.0,6982.0,8797.0,7921.0,7583.0,1140.0,12741.0,1031.0,443162.0,7410.0,12367.0,91497.0,26331.0,7749.0,8030.0,6736.0,62444.0,7600.0,7762.0,8148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,372,637511,440967.0,15380.0,3776.0,8892.0,11552.0,5634.0,6054.0,11509.0,1127.0,10560.0,7632.0,7731.0,10722.0,180.0,179.0,10882.0,19310.0,798.0,5373603.0,7793.0,61016.0,6654.0,22873.0,8918.0,3314.0,2969.0,261.0,12232.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,48,62433,8025.0,7991.0,8918.0,6736.0,1127.0,8797.0,12348.0,637566.0,3776.0,8186.0,10821.0,460.0,12232.0,6054.0,6982.0,11509.0,8051.0,8103.0,31244.0,1060.0,22386.0,12178.0,31249.0,1031.0,7710.0,454.0,177.0,7749.0,7685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,180,7632,61016.0,7966.0,440967.0,10890.0,5281168.0,7463.0,1146.0,240.0,8118.0,8858.0,11124.0,7921.0,6590.0,2758.0,31276.0,440917.0,7799.0,7888.0,62336.0,12020.0,91497.0,6501.0,5634.0,261.0,15380.0,2879.0,6654.0,326.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,265,1146,3314.0,62433.0,2879.0,179.0,5281515.0,10821.0,8051.0,11552.0,22201.0,1060.0,7600.0,5634.0,31244.0,2969.0,8025.0,10882.0,12741.0,7165.0,61016.0,7710.0,6184.0,612.0,264.0,11509.0,12367.0,22386.0,7799.0,7583.0,91497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,366,261,7714.0,24915.0,7731.0,8091.0,440967.0,7966.0,6736.0,14286.0,6989.0,2758.0,637511.0,7793.0,8635.0,454.0,7519.0,177.0,31265.0,440917.0,7410.0,6654.0,93009.0,12348.0,5373603.0,7460.0,8858.0,8118.0,18827.0,7921.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,298,2969,10722.0,1140.0,10976.0,7685.0,2879.0,7059.0,61016.0,7460.0,12020.0,8918.0,10882.0,8858.0,326.0,5281168.0,443162.0,8797.0,62433.0,11552.0,61138.0,12367.0,7714.0,7363.0,31272.0,7583.0,62336.0,7463.0,31276.0,7731.0,6982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,273,8103,798.0,8186.0,8048.0,14286.0,7888.0,261.0,1127.0,7150.0,7654.0,443158.0,7848.0,6054.0,10560.0,6561.0,26331.0,8091.0,7799.0,12232.0,22386.0,1068.0,8635.0,6501.0,1060.0,93009.0,637566.0,454.0,3776.0,18827.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,96,24915,7519.0,7799.0,91497.0,61016.0,6989.0,10976.0,11509.0,2758.0,93009.0,10560.0,7632.0,6561.0,240.0,5373603.0,637566.0,7793.0,2879.0,11002.0,62336.0,798.0,6590.0,31249.0,8091.0,1031.0,22873.0,62465.0,8051.0,7583.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,321,7991,637511.0,10890.0,6736.0,1068.0,7921.0,14286.0,8030.0,7363.0,6654.0,31276.0,3314.0,999.0,8148.0,6982.0,5281168.0,326.0,1060.0,22201.0,62444.0,6054.0,2969.0,7749.0,12020.0,8103.0,179.0,8635.0,440917.0,31272.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,194,7363,24915.0,612.0,8103.0,8030.0,261.0,5373603.0,8635.0,8118.0,7410.0,31265.0,2969.0,999.0,443158.0,5634.0,179.0,10430.0,7799.0,7731.0,1068.0,7966.0,31244.0,6654.0,7685.0,10560.0,8048.0,440917.0,1060.0,7991.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,219,6982,8091.0,7583.0,7460.0,798.0,6054.0,7600.0,12367.0,4133.0,12180.0,6736.0,7519.0,6561.0,62336.0,11002.0,1140.0,10882.0,180.0,7710.0,8025.0,7749.0,7762.0,637566.0,31272.0,7463.0,440967.0,7150.0,3314.0,176.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,396,31276,1060.0,6982.0,7966.0,31249.0,10882.0,7991.0,8858.0,7583.0,8048.0,6590.0,18827.0,15380.0,612.0,2758.0,11509.0,8918.0,3776.0,8025.0,7165.0,6544.0,5281168.0,8118.0,14286.0,7749.0,8130.0,637511.0,1146.0,264.0,1031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,358,7363,999.0,12741.0,8030.0,11124.0,7888.0,8635.0,10821.0,5283349.0,261.0,7463.0,8091.0,2969.0,61138.0,12348.0,177.0,12232.0,7410.0,11002.0,7714.0,22201.0,326.0,7848.0,10430.0,7519.0,24915.0,22873.0,6561.0,7921.0,16666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,155,8635,7685.0,7762.0,6590.0,7966.0,637566.0,22873.0,7714.0,31272.0,6736.0,443162.0,12232.0,460.0,8118.0,62465.0,62433.0,24915.0,16666.0,7519.0,326.0,7848.0,8186.0,5634.0,10821.0,264.0,10722.0,177.0,5281515.0,12348.0,93009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,122,12020,10560.0,8892.0,7165.0,7710.0,61138.0,8797.0,91497.0,3314.0,19310.0,6989.0,2969.0,6982.0,3776.0,1068.0,31265.0,8051.0,7793.0,7654.0,1031.0,8858.0,7460.0,7632.0,14286.0,12180.0,176.0,8030.0,1060.0,240.0,8048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,42,61138,18827.0,999.0,7150.0,11002.0,2969.0,5283349.0,10430.0,14286.0,10882.0,264.0,177.0,5281168.0,10890.0,4133.0,440917.0,8025.0,8091.0,5634.0,7363.0,5373603.0,91497.0,31249.0,61016.0,16666.0,1060.0,62444.0,6654.0,460.0,7991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,482,7059,612.0,8918.0,12180.0,440967.0,22386.0,2879.0,31272.0,798.0,637511.0,12178.0,31244.0,22201.0,454.0,15380.0,1127.0,6982.0,6590.0,3314.0,7749.0,8797.0,8130.0,7654.0,7848.0,7762.0,1140.0,8103.0,2758.0,12348.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,154,264,22386.0,1127.0,180.0,7344.0,8048.0,8858.0,8025.0,7519.0,16666.0,12348.0,7059.0,6736.0,4133.0,454.0,31272.0,8030.0,10821.0,261.0,93009.0,62433.0,1140.0,7793.0,5634.0,7460.0,24915.0,637566.0,440917.0,3776.0,6054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,233,8148,10722.0,8892.0,10560.0,1068.0,5283349.0,10890.0,7710.0,7731.0,11002.0,1146.0,8918.0,7583.0,6654.0,31249.0,22201.0,91497.0,7150.0,7762.0,11124.0,15380.0,8103.0,6501.0,61138.0,240.0,7921.0,11509.0,612.0,5281515.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,150,62444,11552.0,8148.0,8118.0,15380.0,6654.0,443158.0,6989.0,4133.0,264.0,10882.0,1060.0,999.0,16666.0,440917.0,93009.0,261.0,8030.0,7685.0,7991.0,3314.0,177.0,6054.0,179.0,22873.0,6736.0,12180.0,8186.0,440967.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,355,12741,5373603.0,10821.0,7059.0,7710.0,7799.0,7150.0,31249.0,62465.0,7966.0,1031.0,19310.0,7749.0,326.0,31244.0,7463.0,798.0,8051.0,5283349.0,11124.0,8130.0,22386.0,6544.0,5281515.0,6501.0,637566.0,8091.0,8048.0,7363.0,7519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,53,26331,6544.0,7460.0,6501.0,6654.0,6054.0,1068.0,10890.0,8797.0,7059.0,12367.0,6982.0,7685.0,6989.0,19310.0,91497.0,5634.0,8051.0,999.0,7654.0,179.0,8186.0,7363.0,11002.0,7793.0,8103.0,7150.0,7888.0,7583.0,31272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,344,62444,8892.0,5283349.0,7410.0,7600.0,7344.0,62433.0,7165.0,326.0,16666.0,10821.0,8091.0,12020.0,180.0,176.0,460.0,8858.0,6184.0,177.0,61138.0,7463.0,440917.0,15380.0,1146.0,5281515.0,3776.0,2758.0,31276.0,7921.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,232,6544,7685.0,8103.0,1127.0,62465.0,7600.0,2969.0,7654.0,7463.0,10430.0,26331.0,61016.0,7460.0,19310.0,8186.0,11552.0,7410.0,2758.0,637566.0,6989.0,612.0,8148.0,637511.0,12741.0,7991.0,6054.0,62433.0,6590.0,460.0,6736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,206,24915,6982.0,11509.0,177.0,1146.0,31244.0,31265.0,11124.0,8130.0,15380.0,3314.0,7344.0,7519.0,180.0,6654.0,7731.0,1031.0,440967.0,10722.0,8892.0,16666.0,12232.0,7793.0,454.0,7150.0,8118.0,7921.0,12348.0,1140.0,8091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,195,2758,12180.0,7685.0,12348.0,637566.0,264.0,8103.0,7966.0,31244.0,454.0,3314.0,10882.0,7710.0,16666.0,6590.0,3776.0,6501.0,1127.0,7059.0,8635.0,8118.0,7714.0,12232.0,999.0,14286.0,12741.0,7463.0,1031.0,440967.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,445,7731,12367.0,19310.0,8892.0,180.0,62444.0,11124.0,6054.0,1068.0,2879.0,443162.0,6736.0,31249.0,7762.0,61138.0,8025.0,798.0,7921.0,31265.0,91497.0,22873.0,8797.0,8051.0,261.0,7460.0,460.0,326.0,7583.0,5283349.0,31272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,407,176,7749.0,7059.0,6590.0,454.0,12741.0,3776.0,31244.0,6982.0,6561.0,261.0,12348.0,16666.0,8858.0,798.0,11552.0,440967.0,7150.0,10430.0,1031.0,7463.0,8103.0,1127.0,7848.0,6654.0,6736.0,1146.0,460.0,7731.0,7888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,338,91497,10821.0,15380.0,10890.0,10722.0,22386.0,19310.0,6501.0,8918.0,31276.0,5373603.0,7654.0,7762.0,7363.0,443158.0,18827.0,1060.0,637511.0,26331.0,7583.0,10882.0,7921.0,12180.0,4133.0,5283349.0,62433.0,8091.0,264.0,3314.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,256,8048,5281168.0,7888.0,93009.0,1031.0,440917.0,7762.0,7150.0,31249.0,8892.0,62433.0,7714.0,2879.0,2969.0,7410.0,7731.0,10821.0,14286.0,10976.0,7921.0,7848.0,91497.0,62465.0,8635.0,61138.0,5281515.0,6561.0,8030.0,11509.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,317,8048,5281168.0,7888.0,93009.0,1031.0,440917.0,7762.0,7150.0,31249.0,8892.0,16666.0,7799.0,7654.0,5283349.0,7583.0,31272.0,4133.0,460.0,61016.0,176.0,12741.0,1060.0,12180.0,62444.0,22201.0,7600.0,443162.0,10882.0,6654.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,105,7710,7921.0,5373603.0,176.0,31276.0,4133.0,8025.0,12232.0,8051.0,3314.0,31265.0,443162.0,7600.0,6561.0,7519.0,8635.0,180.0,5283349.0,6654.0,10890.0,22873.0,16666.0,10821.0,8918.0,6989.0,11552.0,1031.0,12348.0,2758.0,62444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,198,7710,7921.0,5373603.0,176.0,31276.0,4133.0,8025.0,12232.0,8051.0,3314.0,6982.0,62433.0,91497.0,261.0,10560.0,443158.0,10882.0,14286.0,7966.0,7714.0,8048.0,7150.0,7654.0,5634.0,12367.0,999.0,11124.0,7749.0,8148.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,373,8918,798.0,5283349.0,2969.0,14286.0,443162.0,6654.0,22386.0,6561.0,5373603.0,62465.0,24915.0,7921.0,6989.0,8118.0,7966.0,8797.0,1068.0,7731.0,62444.0,176.0,7632.0,10722.0,460.0,8148.0,31244.0,443158.0,8048.0,8025.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,165,8918,798.0,5283349.0,2969.0,14286.0,443162.0,6654.0,22386.0,6561.0,5373603.0,5634.0,1146.0,999.0,7583.0,1031.0,454.0,22873.0,31265.0,7685.0,6982.0,7799.0,6590.0,10560.0,16666.0,7710.0,2879.0,12178.0,11124.0,7344.0,5281168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,239,31276,12367.0,7410.0,12741.0,11002.0,8130.0,7710.0,31265.0,7583.0,19310.0,8030.0,6501.0,62336.0,637511.0,440917.0,12178.0,31249.0,8797.0,10430.0,18827.0,5373603.0,3314.0,6184.0,7600.0,7793.0,6590.0,6982.0,15380.0,7632.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,128,31276,12367.0,7410.0,12741.0,11002.0,8130.0,7710.0,31265.0,7583.0,19310.0,6544.0,6054.0,8635.0,7150.0,7991.0,7463.0,8892.0,179.0,14286.0,7344.0,261.0,7714.0,180.0,1031.0,22873.0,62433.0,12232.0,798.0,31272.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,99,1140,8025.0,7710.0,8918.0,7731.0,637511.0,5634.0,8118.0,180.0,62433.0,6989.0,5373603.0,6054.0,1127.0,12020.0,440967.0,7654.0,1031.0,31265.0,16666.0,61016.0,6982.0,612.0,6590.0,7519.0,454.0,7344.0,8797.0,7059.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,222,1140,8025.0,7710.0,8918.0,7731.0,637511.0,5634.0,8118.0,180.0,62433.0,7793.0,5283349.0,443162.0,7762.0,7966.0,7848.0,3314.0,26331.0,19310.0,7600.0,1068.0,2969.0,31272.0,12348.0,7921.0,15380.0,7799.0,10882.0,6736.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,269,1146,4133.0,177.0,176.0,12180.0,5634.0,24915.0,3314.0,11002.0,12232.0,7632.0,6054.0,180.0,6184.0,62444.0,7583.0,1031.0,93009.0,7966.0,443158.0,16666.0,8130.0,7921.0,61138.0,7463.0,7363.0,460.0,5281168.0,240.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,502,1146,4133.0,177.0,176.0,12180.0,5634.0,24915.0,3314.0,11002.0,12232.0,2969.0,14286.0,7519.0,10882.0,7654.0,7762.0,5283349.0,440967.0,2879.0,31265.0,10560.0,8051.0,10890.0,6736.0,6989.0,11552.0,8118.0,7344.0,62465.0,8858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,64,11552,12020.0,10560.0,5283349.0,31272.0,7165.0,460.0,179.0,16666.0,7731.0,3314.0,177.0,7059.0,5281168.0,6544.0,62433.0,7632.0,6561.0,7921.0,7793.0,5373603.0,2969.0,11002.0,1031.0,11509.0,326.0,5634.0,12348.0,176.0,62444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,329,11552,12020.0,10560.0,5283349.0,31272.0,7165.0,460.0,179.0,16666.0,7731.0,8030.0,1146.0,7410.0,91497.0,6736.0,12741.0,454.0,12180.0,7749.0,440917.0,24915.0,8148.0,15380.0,7654.0,7848.0,6054.0,6654.0,22201.0,3776.0,26331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,503,26331,440917.0,15380.0,10976.0,62444.0,10890.0,5283349.0,11509.0,19310.0,5281168.0,12180.0,24915.0,62465.0,10882.0,999.0,7059.0,5281515.0,7921.0,8103.0,6054.0,176.0,177.0,22201.0,460.0,8892.0,440967.0,6590.0,2758.0,10560.0,6989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,379,26331,440917.0,15380.0,10976.0,62444.0,10890.0,5283349.0,11509.0,19310.0,5281168.0,637511.0,2879.0,61138.0,264.0,7731.0,12367.0,12232.0,10821.0,1127.0,7710.0,7632.0,22386.0,7799.0,93009.0,8048.0,11552.0,8858.0,8148.0,7654.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,168,93009,10722.0,5283349.0,5373603.0,8103.0,5634.0,2758.0,1140.0,4133.0,62444.0,10560.0,19310.0,8148.0,261.0,8892.0,1146.0,12020.0,91497.0,2969.0,8118.0,8797.0,5281168.0,7460.0,7463.0,7762.0,31272.0,443162.0,6501.0,12178.0,6184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,149,93009,10722.0,5283349.0,5373603.0,8103.0,5634.0,2758.0,1140.0,4133.0,62444.0,8091.0,999.0,440967.0,16666.0,7363.0,7921.0,7583.0,7799.0,6736.0,11124.0,1060.0,8635.0,7731.0,8030.0,14286.0,179.0,11509.0,176.0,12741.0,12180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,390,14286,6654.0,443158.0,7460.0,6982.0,3776.0,31276.0,10821.0,5281168.0,12180.0,93009.0,7150.0,8858.0,7363.0,798.0,261.0,1068.0,7519.0,637566.0,31272.0,12367.0,62444.0,7344.0,11509.0,62336.0,2758.0,7991.0,8186.0,1031.0,12232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,440,14286,6654.0,443158.0,7460.0,6982.0,3776.0,31276.0,10821.0,5281168.0,12180.0,440967.0,7848.0,11124.0,10560.0,31265.0,11552.0,176.0,179.0,1060.0,8635.0,177.0,8103.0,19310.0,7799.0,637511.0,4133.0,8892.0,6501.0,7710.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,478,440917,176.0,1031.0,8918.0,7150.0,22873.0,454.0,8130.0,180.0,7654.0,7848.0,7410.0,612.0,62465.0,5283349.0,8858.0,7519.0,8103.0,5634.0,6544.0,3776.0,6184.0,7921.0,1140.0,8051.0,2758.0,31244.0,7793.0,7799.0,7731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,72,440917,176.0,1031.0,8918.0,7150.0,22873.0,454.0,8130.0,180.0,7654.0,7888.0,1146.0,637566.0,443158.0,999.0,10821.0,31265.0,11552.0,7632.0,8030.0,8091.0,2879.0,7762.0,62433.0,7714.0,26331.0,6989.0,8892.0,10882.0,10722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,462,7059,7848.0,8918.0,2969.0,31276.0,62465.0,454.0,11509.0,6989.0,24915.0,7685.0,8051.0,31265.0,7799.0,16666.0,2758.0,1127.0,6590.0,26331.0,31272.0,7888.0,7714.0,7410.0,10722.0,8148.0,7762.0,7921.0,31244.0,8186.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,466,7059,7848.0,8918.0,2969.0,31276.0,62465.0,454.0,11509.0,6989.0,24915.0,264.0,7731.0,12020.0,5634.0,12367.0,7463.0,10430.0,12348.0,7600.0,798.0,7991.0,176.0,637566.0,2879.0,6184.0,612.0,180.0,261.0,8118.0,8858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,185,12367,443162.0,7460.0,11509.0,10821.0,8048.0,1031.0,10882.0,264.0,7966.0,8025.0,8858.0,61016.0,5373603.0,10560.0,7363.0,3776.0,7710.0,7463.0,93009.0,7731.0,15380.0,4133.0,5281515.0,7583.0,2969.0,8148.0,22873.0,8103.0,7344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,277,12367,443162.0,7460.0,11509.0,10821.0,8048.0,1031.0,10882.0,264.0,7966.0,3314.0,7150.0,11002.0,12741.0,440917.0,261.0,2758.0,7762.0,10430.0,5281168.0,16666.0,12232.0,1140.0,326.0,999.0,12178.0,6989.0,7991.0,8130.0,31272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,480,1127,8048.0,11552.0,10722.0,62433.0,1140.0,7888.0,12020.0,5634.0,12367.0,6982.0,93009.0,11509.0,12232.0,15380.0,443162.0,22386.0,7059.0,8103.0,798.0,177.0,2969.0,11002.0,7410.0,7363.0,7749.0,7714.0,460.0,6561.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,28,1127,8048.0,11552.0,10722.0,62433.0,1140.0,7888.0,12020.0,5634.0,12367.0,8091.0,8030.0,31244.0,31272.0,31249.0,7344.0,7632.0,10821.0,5283349.0,8918.0,454.0,440917.0,7799.0,10882.0,3776.0,180.0,1031.0,264.0,240.0,7710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,353,31272,6736.0,7714.0,7165.0,440967.0,31276.0,4133.0,11552.0,12348.0,31244.0,7344.0,6501.0,16666.0,18827.0,5634.0,61016.0,8892.0,7966.0,10722.0,62444.0,6561.0,24915.0,1127.0,8051.0,180.0,26331.0,7632.0,14286.0,12741.0,6989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,93,31272,6736.0,7714.0,7165.0,440967.0,31276.0,4133.0,11552.0,12348.0,31244.0,5373603.0,1068.0,7463.0,31249.0,1031.0,7150.0,7793.0,6590.0,264.0,62433.0,798.0,8130.0,7583.0,261.0,240.0,6544.0,7654.0,12232.0,61138.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,22,2969,264.0,8048.0,6054.0,4133.0,8635.0,10560.0,12348.0,1127.0,10882.0,7793.0,2879.0,62465.0,1031.0,31244.0,6501.0,7165.0,8858.0,12741.0,22873.0,7966.0,22386.0,6544.0,11124.0,62433.0,7059.0,10976.0,180.0,14286.0,6184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,275,2969,264.0,8048.0,6054.0,4133.0,8635.0,10560.0,12348.0,1127.0,10882.0,5373603.0,8025.0,24915.0,62336.0,8918.0,61138.0,5283349.0,11002.0,7921.0,176.0,6989.0,91497.0,7632.0,5634.0,93009.0,440967.0,7519.0,6736.0,7888.0,31249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,501,4133,7059.0,6501.0,1031.0,12180.0,11124.0,93009.0,180.0,14286.0,6544.0,62465.0,637511.0,8051.0,7888.0,8892.0,2879.0,12232.0,31249.0,8103.0,31272.0,7363.0,10890.0,7991.0,6982.0,240.0,8048.0,22873.0,16666.0,443158.0,7762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,511,4133,7059.0,6501.0,1031.0,12180.0,11124.0,93009.0,180.0,14286.0,6544.0,62465.0,637511.0,8051.0,7888.0,8892.0,2879.0,12232.0,31249.0,8103.0,31272.0,5283349.0,1146.0,2969.0,7714.0,6989.0,798.0,31244.0,454.0,8635.0,8091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,126,637566,6544.0,7793.0,3314.0,31244.0,8103.0,12020.0,11552.0,8858.0,1127.0,91497.0,8048.0,612.0,2969.0,240.0,8025.0,7583.0,31265.0,1060.0,12367.0,176.0,12348.0,12178.0,177.0,7410.0,8091.0,31272.0,180.0,798.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,38,637566,6544.0,7793.0,3314.0,31244.0,8103.0,12020.0,11552.0,8858.0,1127.0,91497.0,8048.0,612.0,2969.0,240.0,8025.0,7583.0,31265.0,1060.0,12367.0,637511.0,8130.0,6989.0,3776.0,7150.0,7710.0,6654.0,1068.0,5281515.0,2879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
