Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Bushdid,13599,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,7799.0,8091.0,22386.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13600,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8030.0,8091.0,22386.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13601,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8091.0,10560.0,22386.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13602,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8091.0,12232.0,22386.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13603,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8091.0,16666.0,22386.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13604,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8091.0,22386.0,31272.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13605,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8091.0,22386.0,440917.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13606,999,1140.0,6184.0,6989.0,7059.0,7165.0,7363.0,8091.0,22386.0,637511.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13607,176,180.0,261.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13608,176,180.0,999.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13609,176,180.0,1031.0,2758.0,3314.0,4133.0,5634.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13610,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6590.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13611,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6982.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13612,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7150.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13613,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7654.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13614,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7714.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13615,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7749.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13616,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,7966.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13617,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8048.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13618,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8148.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13619,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10560.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13620,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10882.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13621,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11124.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13622,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,12367.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13623,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,14286.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13624,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62433.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13625,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,91497.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13626,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443158.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13627,176,180.0,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13628,176,261.0,999.0,1031.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13629,176,261.0,999.0,2758.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13630,176,261.0,999.0,3314.0,4133.0,5634.0,6561.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13631,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6654.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13632,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,6989.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13633,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7519.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13634,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7600.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13635,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,8635.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13636,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,8918.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13637,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10821.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13638,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,10890.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13639,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,11552.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13640,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12348.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13641,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,16666.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13642,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,22873.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13643,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31265.0,31276.0,62433.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13644,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,62444.0,91497.0,443158.0,5373603.0,,,,,,,,,,,,,
Bushdid,13645,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,443162.0,5373603.0,,,,,,,,,,,,,
Bushdid,13646,176,261.0,999.0,3314.0,4133.0,5634.0,6590.0,6982.0,7150.0,7654.0,7710.0,7714.0,7749.0,7921.0,7966.0,8025.0,8048.0,8051.0,8148.0,10560.0,10882.0,11124.0,12232.0,12367.0,14286.0,31276.0,62433.0,91497.0,443158.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,13647,180,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13648,176,180.0,1031.0,2758.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13649,176,180.0,1031.0,2758.0,3314.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13650,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13651,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13652,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13653,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13654,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13655,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,62444.0,443162.0,5283349.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,13656,176,180.0,1031.0,2758.0,3314.0,4133.0,6561.0,6654.0,6989.0,7519.0,7600.0,7710.0,7921.0,8025.0,8051.0,8635.0,8918.0,10821.0,10890.0,11552.0,12232.0,12348.0,16666.0,22873.0,31265.0,31276.0,62444.0,443162.0,5283349.0,,,,,,,,,,,,,,,
Bushdid,13657,179,240.0,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13658,240,261.0,460.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13659,240,261.0,612.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13660,240,261.0,798.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13661,240,261.0,1031.0,1060.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13662,240,261.0,1031.0,1140.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13663,240,261.0,1031.0,2758.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13664,240,261.0,1031.0,2879.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13665,240,261.0,1031.0,3776.0,4133.0,6054.0,6501.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13666,240,261.0,1031.0,3776.0,4133.0,6054.0,6561.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13667,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7059.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13668,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7710.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13669,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7714.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13670,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,7793.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13671,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10722.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13672,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,12367.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13673,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,12741.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13674,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22201.0,22873.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13675,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,24915.0,62433.0,62444.0,62465.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13676,240,261.0,1031.0,3776.0,4133.0,6054.0,6736.0,7150.0,7685.0,7731.0,8130.0,8892.0,10821.0,12348.0,14286.0,22873.0,62433.0,62444.0,62465.0,637566.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13677,179,240.0,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13678,179,261.0,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13679,179,460.0,612.0,798.0,1031.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13680,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,3776.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13681,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,4133.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13682,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6054.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13683,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,6736.0,7059.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13684,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7150.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13685,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7685.0,7710.0,7714.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13686,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7731.0,7793.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13687,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,8130.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13688,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,8892.0,10722.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13689,179,460.0,612.0,798.0,1060.0,1140.0,2758.0,2879.0,6501.0,6561.0,7059.0,7710.0,7714.0,7793.0,10722.0,10821.0,12367.0,12741.0,22201.0,24915.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,
